bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,timestamp,bytes_per_packet,packets_per_second
969427.2578449195,870.9288209427825,32.13965655334021,1655,443,0.08261231199405863,HTTPS,2024-11-06 13:33:00,805.6468967335569,29.492199297246135
828928.2038461043,978.2028933611709,17.29519829603968,21629,22,0.0181267294994744,SSH,2024-11-06 13:34:00,676.9821577591015,58.09041668907712
552816.2972940856,866.8593609448949,24.17242681063298,31596,25,0.019422629502329685,HTTP,2024-11-06 13:35:00,401.12374376503624,29.162201326491815
323376.07077505044,767.393090023743,30.262598532671703,56800,22,0.05716584388457224,SSH,2024-11-06 13:36:00,286.56770135695433,23.606683784047746
778237.047930756,649.7810617856378,6.006010245618406,9825,53,0.08024378911221228,TCP,2024-11-06 13:37:00,861.5774318646625,106.2623676184942
405581.8253077485,948.3175323238898,2.449463899650801,33723,80,0.05447551666821475,HTTP,2024-11-06 13:38:00,269.59840385047886,384.5203826600269
595481.4045655085,791.3857193664287,38.30405089217412,47157,443,0.026028448857649482,HTTPS,2024-11-06 13:39:00,531.1076551750979,19.305775262346458
812845.293376992,1277.781129338108,36.91821219408518,5320,22,0.012427679203105897,SSH,2024-11-06 13:40:00,443.20074188395535,30.974734082632082
380505.93850056024,821.1443751308861,11.878693843794881,36016,80,0.014057696259661896,HTTP,2024-11-06 13:41:00,404.59052241183724,74.43844337210359
755700.9468717285,729.326230817356,28.776491439094176,30337,443,0.009522722399964791,TCP,2024-11-06 13:42:00,894.8558478994522,22.023881306693024
555463.4592003049,760.4417233961116,13.828527029976382,36033,3306,0.02561989200254183,TCP,2024-11-06 13:43:00,544.847769550359,64.09410391134952
537374.2575563316,922.4568441780278,30.97197764293788,7160,443,0.1088126700309015,TCP,2024-11-06 13:44:00,440.4177104588705,28.525392835058376
425200.9862774095,657.4707469619921,29.954519601717784,30075,22,0.09596889220018139,SSH,2024-11-06 13:45:00,415.5265400726257,22.338738400438093
505221.11857486586,953.3943900124897,14.948491498152903,28969,443,0.03102646559411097,HTTPS,2024-11-06 13:46:00,316.5147333972699,59.847527222201634
639486.5280230768,941.2601303477519,44.254678591200864,25131,80,0.044879897164439866,HTTP,2024-11-06 13:47:00,491.72411673946186,21.588597234334774
832421.2042876558,1020.5141751243618,22.652192133565386,50040,443,0.025972207928732918,HTTPS,2024-11-06 13:48:00,711.3712186723461,43.519801746152794
428306.9657323723,678.5078261111742,19.980242517576585,58214,443,0.003119580531738191,TCP,2024-11-06 13:49:00,425.7545862482344,34.14785396217919
620307.427162746,834.6063711941607,11.65234369539733,12154,80,0.04430868276249933,HTTP,2024-11-06 13:50:00,556.8682637368958,69.43998173001252
984202.1488143307,523.7779648170923,46.237408546611896,10141,443,0.030182288713608604,HTTPS,2024-11-06 13:51:00,1492.4742553302322,10.411759292619989
267985.1104235383,1071.3017914966708,14.185160792067201,19741,443,0.06649980460447007,HTTPS,2024-11-06 13:52:00,165.84155982394137,69.28176503280635
784742.8968397054,894.5792824758128,11.8183298950559,4993,80,0.012137533430883965,TCP,2024-11-06 13:53:00,673.3862411790807,84.43335574553853
833375.8343951589,1104.8654936322148,41.186974468997605,56942,8080,0.027758949691214656,HTTPS,2024-11-06 13:54:00,626.6945097193334,26.814155287559036
161193.77008813727,1114.0459574166848,10.59622416176297,38435,3306,0.02611958863693627,HTTP,2024-11-06 13:55:00,109.4265114282278,79.4849048312789
960438.5161612722,574.4273671633925,43.62518979506675,52700,443,0.009384164147336877,TCP,2024-11-06 13:56:00,1170.4045921044408,12.641824164280068
917455.996885842,722.7175525600563,54.8461926066874,40998,443,0.027670847078024335,TCP,2024-11-06 13:57:00,1298.079732815343,11.327501378959186
623200.9468368925,764.466735432941,42.369193699224155,60165,80,0.023788757510452604,HTTP,2024-11-06 13:58:00,661.5120442684589,18.180304478697735
794184.2627076213,630.2440228949804,30.237376144005434,43026,80,0.05701755471837581,TCP,2024-11-06 13:59:00,745.9263848371584,20.512465080529598
585140.5858383196,1178.9061805319518,6.7919375729712055,18290,22,0.031172455671393703,SSH,2024-11-06 14:00:00,357.2488073201453,176.07082744318103
678427.6064253061,674.8353735570133,21.448529616464633,64757,80,0.056248392059028506,HTTP,2024-11-06 14:01:00,885.9247075896725,29.18767414681271
665299.8790277874,793.9843868248295,46.44977607235232,29373,22,0.010441022590120206,SSH,2024-11-06 14:02:00,569.016723034978,14.420531457857248
913690.7442105359,935.6475001758437,52.199273961380435,64319,3306,0.066239027976614,SSH,2024-11-06 14:03:00,649.1790061088362,18.097718353606794
1083792.912760807,1022.1676005345498,28.949549651328628,35733,22,0.0021589684067094437,SSH,2024-11-06 14:04:00,808.033689006409,37.2453538522933
695143.1417558298,939.5086471830543,52.01875231865226,62261,21,0.04234298515858801,FTP,2024-11-06 14:05:00,605.7501227364813,20.161634531791886
356424.89792369446,686.2304868204874,70.18008472499423,18924,8080,0.015240973695694446,HTTPS,2024-11-06 14:06:00,365.05048122295943,9.619912373367933
472984.3196777893,1001.5843763348588,12.42414719936539,64708,443,0.060610053994939524,TCP,2024-11-06 14:07:00,299.81185466798445,88.74842294251309
713726.4226715002,936.4398756483217,23.3578535835311,5748,8080,0.04975007625706809,HTTPS,2024-11-06 14:08:00,566.1086166936623,37.68987207557898
474497.0906255304,1014.489711195866,44.18447483113774,50943,80,0.03335619211601359,TCP,2024-11-06 14:09:00,342.62251912073987,23.18011227061277
429780.410384976,1013.2074549376259,46.88596146683685,64639,443,0.024379612346874448,TCP,2024-11-06 14:10:00,290.68963572490395,19.5782596423177
266067.6446318377,595.9179426465789,59.446178897945046,31890,8443,0.05278885038786879,HTTP,2024-11-06 14:11:00,373.798834650639,8.903073705752494
313402.6340034647,1062.5858405104834,40.7524074898232,18479,25,0.03958253552819791,HTTPS,2024-11-06 14:12:00,256.916091325182,27.55586252664587
723668.4844363532,987.4403721033043,34.90616418509335,15421,21,0.029232935003633338,FTP,2024-11-06 14:13:00,574.2522814285612,23.170731735091366
723116.9180912714,1182.5182137553586,33.61138886845252,16917,8443,0.0038825302586965858,FTP,2024-11-06 14:14:00,385.7045274424445,36.49213671882522
403029.6463237944,882.8281185842404,31.760314983554878,51934,3306,0.04851328016726672,TCP,2024-11-06 14:15:00,286.2038425420954,28.198065035624097
625408.7906734352,1202.7281936242268,12.517381638176378,10338,21,0.032940551068570155,FTP,2024-11-06 14:16:00,408.77969552258065,101.68017103753864
726038.707169947,888.4031581885073,11.677711719158507,31138,80,0.06774345795189382,HTTP,2024-11-06 14:17:00,558.8214350307361,74.65147718601638
1175361.3135589408,743.0612186597518,14.759584765985823,37113,443,0.033854329320494314,HTTPS,2024-11-06 14:18:00,896.9152180214592,53.49724507607411
618112.9563504044,1084.4362378953722,54.96177384605919,22525,22,0.009608604670521376,SSH,2024-11-06 14:19:00,494.5269965100169,20.336397833372537
1143178.3099465894,677.9656557088409,41.742782771316485,32464,443,0.01645948738256261,TCP,2024-11-06 14:20:00,1269.7513291439564,13.7946334074671
712652.2959104737,920.6626043346594,42.51957918423956,10400,80,0.01070702237252657,HTTP,2024-11-06 14:21:00,552.0067608494801,22.060991967601584
858925.942680429,892.6201344148707,10.602544917404844,38107,80,0.02879670289936845,HTTP,2024-11-06 14:22:00,463.21573454671545,81.2763991455316
791024.1893145238,991.2918197017033,14.29489088482876,42047,8080,0.04189404453235168,HTTP,2024-11-06 14:23:00,510.81873547836403,71.21473532393023
602288.2195142665,844.7839535397221,52.56506917019586,59695,8080,0.02270761588410118,HTTPS,2024-11-06 14:24:00,533.7428874078691,16.051283044647928
431744.9725731123,827.6644337730831,48.10737663571216,49678,21,0.01063663085968892,FTP,2024-11-06 14:25:00,343.9166485215578,16.05722231638985
691355.0448674152,575.8035572588466,36.541431792566925,49537,80,0.03988410293643737,TCP,2024-11-06 14:26:00,922.5753888045182,16.837471270851427
563090.6657700334,918.4516817963028,16.223176501319614,53210,53,0.03694563308274097,UDP,2024-11-06 14:27:00,449.3911902466831,59.436724975139654
317520.4960277326,811.200367912721,67.0079853914342,2625,3306,0.08180317048196087,SSH,2024-11-06 14:28:00,336.1463171410765,11.014613676809217
439351.8968583715,1176.252269380499,23.65743482525926,62791,22,0.030107151590394194,SSH,2024-11-06 14:29:00,297.8957533341255,44.748129884529135
495211.8875133708,1298.0975994708351,4.955043965980826,55436,80,0.06926174472869488,HTTP,2024-11-06 14:30:00,244.48017529540596,262.0817620617269
580556.1691588194,744.7582794945039,48.81765502981732,50714,53,0.04800772581399897,HTTPS,2024-11-06 14:31:00,704.5707471101792,13.371025753334417
37239.7175272885,1154.5545544540755,43.33925801059732,15303,80,0.028354336420410832,TCP,2024-11-06 14:32:00,21.99726812566476,29.407733461019852
972689.8715178256,919.6859412658241,33.345898277715975,54949,8080,0.04627328352140259,TCP,2024-11-06 14:33:00,841.1850120779341,28.56935163980521
256762.20473065792,706.1884943778749,30.926173612847883,41604,443,0.03682545493543475,TCP,2024-11-06 14:34:00,278.29737231685374,24.83783503955234
1009548.8983696481,817.5783200004354,20.08090390163894,53438,22,0.05519791422931174,SSH,2024-11-06 14:35:00,957.7824628493712,41.96997688956066
836872.9501020799,1074.2970037542386,27.466765418182728,17573,80,0.026222293881998038,TCP,2024-11-06 14:36:00,512.0473894196125,40.794876308598504
667494.6549863165,986.696685882083,12.622151206367015,52292,22,0.006752140396565971,SSH,2024-11-06 14:37:00,444.4666581258861,81.65047791925731
792719.8191906791,939.6626840833806,25.78033183106701,8014,443,0.025093879614679838,HTTPS,2024-11-06 14:38:00,561.456648923389,34.11759966496687
426406.546439086,1373.5551559926446,11.7620821464225,3470,443,0.019164592124607322,TCP,2024-11-06 14:39:00,262.9707121616682,139.48268363180654
770174.0561164982,923.7134344275429,19.27542472679181,54610,8443,0.03660777723669804,HTTPS,2024-11-06 14:40:00,599.7895775287589,46.084856476928856
636658.7397072949,941.0674583617354,15.734342626763581,65517,22,0.014231015118818647,SSH,2024-11-06 14:41:00,396.40297084383116,66.30632082836368
662243.1286633268,1222.5463186499724,62.17668505075835,58001,443,0.023667772704347095,TCP,2024-11-06 14:42:00,418.2181909811885,19.106395281512004
635694.9849276664,892.6923453309963,35.03976377459731,7300,21,0.009420329966235307,FTP,2024-11-06 14:43:00,521.6387187995244,27.920951502651043
206005.74338874454,1414.9336806980698,72.8704198021896,57742,443,0.021331424997844673,HTTPS,2024-11-06 14:44:00,98.76882019923374,17.15124155770814
662257.333449994,925.7609991065553,22.42304572539321,26619,443,0.029542336939976776,TCP,2024-11-06 14:45:00,472.30654740581053,48.100489512979465
863563.2863754049,958.8599717952953,33.517378500887624,11910,22,0.030692869107007355,SSH,2024-11-06 14:46:00,551.7084042045539,29.513168348673027
475716.55411668465,1025.7095868964734,30.225560032437908,3101,443,0.05030030256695685,HTTPS,2024-11-06 14:47:00,329.1254757611534,34.27286688201452
600605.1146572798,956.2901905668203,35.38187130735033,40802,80,0.0978744693829192,HTTP,2024-11-06 14:48:00,343.8015337750635,24.340904132693364
418050.44659192656,731.1080711946704,60.63724908450084,20627,80,0.043660312352688045,TCP,2024-11-06 14:49:00,372.2561558741469,10.872393655186608
440374.6308971266,754.8486644072843,35.91087433451782,49836,3306,0.031483804576602645,UDP,2024-11-06 14:50:00,459.21687031110525,21.09057603827302
582489.9940768983,1084.4928458975617,17.597998221062273,56684,443,0.039280427916415624,TCP,2024-11-06 14:51:00,458.3745701424637,64.27307325546612
189896.8911905561,1129.973458522592,38.2569771365364,1328,8080,0.019935994059717806,SSH,2024-11-06 14:52:00,116.63023955301604,33.03357031514869
858275.4461179307,870.4809367106155,33.092789764242355,25708,443,0.06136159323036287,HTTPS,2024-11-06 14:53:00,823.8296977147608,25.69754280865946
726534.5603893795,946.286063666192,51.20149046036651,12410,443,0.0421122139162973,HTTPS,2024-11-06 14:54:00,711.8183945842261,21.807637485443827
525016.2587367503,782.6867764963295,24.46009157413238,60101,8443,0.005081867705653758,TCP,2024-11-06 14:55:00,502.17789780785466,31.509817118287568
317014.8411287943,611.7696640010479,16.4770949451198,50874,22,0.02711116083072109,SSH,2024-11-06 14:56:00,394.41187949009577,35.975947996524354
956331.7830555749,845.3732247236628,59.93475602278349,38732,80,0.014161265822816153,TCP,2024-11-06 14:57:00,744.2435691392144,11.537112916403936
502090.79920332076,1018.7121694566532,32.27578433128259,18288,80,0.03519818895971636,TCP,2024-11-06 14:58:00,355.55996656371667,26.05266360939157
709312.0152770926,1068.337434466068,32.211504806311,64765,80,0.008905950823296345,HTTP,2024-11-06 14:59:00,448.151329186969,34.37876642286
401442.5721460944,1134.4278308737528,20.985513517385957,44918,80,0.010884521930845962,HTTP,2024-11-06 15:00:00,266.2280031542001,54.63123483633028
623052.280341332,727.0193147157365,21.134996675604143,58825,80,0.012467286821871771,HTTP,2024-11-06 15:01:00,612.0387158529315,38.46885148308649
771789.5327636831,707.4666152689192,20.460394895129458,58243,3306,0.016016907137598277,UDP,2024-11-06 15:02:00,928.8770426857036,37.53934504011999
120062.77651025262,934.4386087215181,22.756757725470102,63880,443,0.014224231163229498,TCP,2024-11-06 15:03:00,-96.45323982397598,39.11343322225174
623068.3927961405,960.8260684401661,99.23123778346223,23080,8080,0.030078793355274757,UDP,2024-11-06 15:04:00,591.4459478036131,10.371322666439278
544285.6284161971,780.4508473115586,33.673545022901585,52867,80,0.023509679422244977,TCP,2024-11-06 15:05:00,615.6672096034342,23.306648976309752
565302.3592869588,794.9374015106312,36.280188373034306,13327,3306,0.007389621266490581,TCP,2024-11-06 15:06:00,538.7350323894788,19.48374026572511
587232.7734055732,997.4985179373813,31.302522100463133,65326,8443,0.04566691997855041,FTP,2024-11-06 15:07:00,519.8055671663898,37.40150794091606
511129.5777628038,1085.6782272671303,18.71046738008304,29605,8443,0.05206008086474545,SSH,2024-11-06 15:08:00,405.82608307191055,58.528160146489995
582776.416979106,658.889679171205,19.964764037248678,3026,80,0.11824502303287995,TCP,2024-11-06 15:09:00,551.1078487910355,33.01366746572089
615963.9459336477,1055.6539052824603,26.70810922282439,13623,53,0.010378398812834349,UDP,2024-11-06 15:10:00,498.2300478155597,35.27381743675913
54997.57479354206,765.1000952053082,30.444559546736215,33138,443,0.07140027888982116,HTTPS,2024-11-06 15:11:00,60.15149108203889,26.80815813021507
505288.7324233168,1020.3116701340582,41.714655929219084,61056,53,0.01741424789865788,HTTPS,2024-11-06 15:12:00,410.8002096902382,23.39932779694284
325265.1950331222,884.88410482125,13.334869403786389,41169,3306,0.012001906797810763,TCP,2024-11-06 15:13:00,233.3844776161785,67.43623099827212
770733.6419137694,1128.4285101038133,15.195339226740948,4021,25,0.022316676808782274,UDP,2024-11-06 15:14:00,448.9879993765793,60.58158608184039
634159.888278185,470.23818518094146,13.360090460955526,8289,5432,0.03413983047639539,UDP,2024-11-06 15:15:00,1089.1755480103702,38.97833502839374
272339.4034527767,883.2467938695839,50.791734323554095,40871,443,0.08455078639657651,TCP,2024-11-06 15:16:00,269.3177021340223,18.739455452883465
462309.9594586637,692.9576283955023,17.270204372625116,4479,8080,0.040745135140382124,HTTP,2024-11-06 15:17:00,421.7909893999457,37.10126955446015
726227.3678538395,738.9556965932088,25.901803056802933,6684,3306,0.03728698376320453,SSH,2024-11-06 15:18:00,748.6537400259482,29.684853672361466
556187.1615040336,701.8981384369125,11.928154050933589,48277,443,0.02949651875750913,TCP,2024-11-06 15:19:00,563.3624366833792,64.33986837149867
130410.06287206546,834.5821708300679,49.94274572500724,43659,80,0.006618145685177353,TCP,2024-11-06 15:20:00,112.87448976297723,15.321777494035125
