bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,timestamp,bytes_per_packet,packets_per_second
882190.89721132,1039.4388215003019,26.012908099086452,5743,8443,0.07258802004175055,HTTPS,2024-11-06 13:33:00,484.6440190917147,35.1030256738656
817128.8391780357,795.4296914567288,63.14366115885322,57674,53,0.05688651178195584,HTTP,2024-11-06 13:34:00,731.3770036659517,14.727569602148655
925919.1549306627,1364.6658771425082,15.933230042011207,5277,8443,0.05426591849372773,TCP,2024-11-06 13:35:00,581.232853519547,83.14054873524455
885343.2672032516,1572.4192271820505,15.39749314473256,18787,53,0.06821427674295355,TCP,2024-11-06 13:36:00,467.86998561521176,102.45014347054892
790915.3077259539,663.7535060392828,49.49985869108378,64472,80,0.015605621620007205,HTTP,2024-11-06 13:37:00,795.1372889220083,12.990698528751983
746473.9045938553,1738.1834222491163,22.94998181907598,46750,443,0.07364151010766015,HTTPS,2024-11-06 13:38:00,305.48263484449996,67.71516724983074
1023795.4171224202,769.7754511416401,17.066326790260096,17748,8080,0.03644126883492144,UDP,2024-11-06 13:39:00,832.9693901240086,46.80106751753977
538732.5692512986,1537.699582643586,26.263485156806553,17173,53,0.023539558565086067,UDP,2024-11-06 13:40:00,248.45636591771313,53.300791279120496
703587.6460697775,1437.7777054167236,22.263799616340954,43334,80,0.010631566459212285,HTTP,2024-11-06 13:41:00,316.27633782176014,60.40620508553023
732162.3041341292,154.78491011844756,31.406493226422782,30062,8080,0.05874367935678739,TCP,2024-11-06 13:42:00,3332.7702118159104,4.898234512663151
861593.6250207858,523.7056229358587,26.172184365984336,31286,25,0.03545352333404679,TCP,2024-11-06 13:43:00,1127.227309488971,18.4221177541835
544478.2120403958,645.8219646001186,60.36525970508302,36620,443,0.013579805831956815,TCP,2024-11-06 13:44:00,618.748861870967,10.500810685491968
636737.7856822171,910.6171851295996,9.735216489509432,45519,22,0.03534909505854254,SSH,2024-11-06 13:45:00,523.3185821211882,122.77881969791237
747689.4326954957,1626.5933015191113,15.385536038011011,43743,3306,0.02870690325551704,HTTP,2024-11-06 13:46:00,312.8118498774335,103.25693957881222
510635.174764386,552.8920971307842,16.898349981263717,7482,8080,0.037689264949339725,UDP,2024-11-06 13:47:00,635.0539161295638,30.012421566797386
499158.3628821374,735.5272326175417,68.24688142268664,65314,5432,0.016285486254565017,UDP,2024-11-06 13:48:00,509.63915441979714,10.914384814058652
809969.9148470963,1010.7871519151735,24.488159631630314,16072,443,0.035465771615251815,TCP,2024-11-06 13:49:00,706.5059388976614,40.51492320946785
923977.4646142808,691.5520785800863,27.260939543320312,49434,53,0.05768680378730036,HTTPS,2024-11-06 13:50:00,784.6774051186446,20.7419123975127
1063185.7029256737,967.3885261718077,20.69295848468348,41266,80,0.08046972136111921,TCP,2024-11-06 13:51:00,781.9949493804335,50.40814043728297
1062538.3183760948,597.8348324550366,36.497637649279156,61224,8443,0.02090978040730946,UDP,2024-11-06 13:52:00,1114.7279911103576,16.70451202590275
796713.5874891118,1227.4149081108712,17.609095104746405,9170,80,0.015200074544215287,TCP,2024-11-06 13:53:00,553.2289956847706,77.16120066863441
779395.4516786211,1747.4709744914,52.507280250871666,59170,8080,0.11032872099299318,HTTPS,2024-11-06 13:54:00,327.52267800360033,33.8483070762053
836619.2380723766,731.4848480989934,29.89069736282059,48921,53,0.030354892750673605,HTTP,2024-11-06 13:55:00,682.6978606334944,23.89724259349625
603804.4004069932,1202.074832170901,22.83597242222717,12077,21,0.009717309122965586,FTP,2024-11-06 13:56:00,359.5066254771557,46.60932193947436
613355.8906344303,852.6446075572394,19.38036527786087,28911,80,0.03105250474673049,HTTP,2024-11-06 13:57:00,541.4510966253847,46.50091428238344
887901.1655846944,1022.1110116434493,32.33673876652839,12877,5432,0.032296621397753,HTTP,2024-11-06 13:58:00,541.8318331691361,33.240547512980854
707273.5699538599,1262.385526442223,38.70765040834194,41541,22,0.07642108297197259,SSH,2024-11-06 13:59:00,361.59354330892154,34.21042305577401
837648.6485815159,1005.3911235300841,34.284740538117,35238,22,0.10371191464113025,SSH,2024-11-06 14:00:00,763.7677506865878,28.402884572207796
798580.1562839866,966.1143695997375,47.359171655000836,46873,443,0.0009151733567225411,HTTPS,2024-11-06 14:01:00,631.6074895700522,19.099845210697307
783419.5416927013,1167.0802874641022,8.42943785160325,38469,3306,0.10728072356756692,HTTP,2024-11-06 14:02:00,473.5298980147019,122.43631893180364
822905.3392250667,469.4419866036666,36.764198618795454,36528,21,0.012732047680290366,FTP,2024-11-06 14:03:00,1274.7671731220985,11.73811113060799
661067.2152324999,891.029350980626,54.533332000132106,13891,443,0.08241078500381636,HTTPS,2024-11-06 14:04:00,468.89190745271213,14.621196549362615
765074.2164986228,776.2161957181219,13.11765370038991,2524,5432,0.03521147843662756,UDP,2024-11-06 14:05:00,674.5959792565454,60.237803050987885
1101759.5879967299,1443.1508169040587,7.98943835652127,15742,443,0.05444910318151347,TCP,2024-11-06 14:06:00,657.4236038709447,197.64667404583938
758762.7408459204,1481.1476718592498,17.921072628387158,5642,25,0.03481216186561082,TCP,2024-11-06 14:07:00,432.60172154032347,84.35585160210346
661060.212842319,653.0668952399337,18.916778873009314,33972,3306,0.011571966390145984,UDP,2024-11-06 14:08:00,844.2137208026777,31.86298286994339
1082524.1230440456,1534.039746835031,13.213528350322818,29041,80,0.0789129325577583,TCP,2024-11-06 14:09:00,500.732254589417,121.00898905055477
609083.7354031844,1533.0478429613383,32.558696619583536,1461,3306,0.028697650515112968,UDP,2024-11-06 14:10:00,255.1121256356882,41.788904197141164
716377.7005986203,1065.2522877655065,28.66806793325269,41625,443,0.04358615633441052,HTTPS,2024-11-06 14:11:00,562.3467372371096,40.542617397554224
883071.1936207002,946.6177848919399,15.321387980519049,7056,22,0.01977504482304922,SSH,2024-11-06 14:12:00,714.0913912221878,57.4743534135123
898536.6371674149,642.8011329045082,11.943974841144215,22639,22,0.013006914104960705,SSH,2024-11-06 14:13:00,1040.344939680716,50.48616878309873
759698.6962017663,718.590651564303,78.20051124695853,36148,8443,0.03498905034095296,TCP,2024-11-06 14:14:00,898.4398857789599,9.590706310287839
610026.3288938784,875.6323205708792,43.03219563427527,40663,8080,0.060494053666351015,HTTP,2024-11-06 14:15:00,478.5299238921943,23.666507712174507
555602.8929885536,664.8525948683914,17.505802886150327,7530,3306,0.05623249748652297,UDP,2024-11-06 14:16:00,626.8460742966247,35.803868082211736
679398.9038412633,1225.8736101533232,17.709084352003146,13230,22,0.06801884308353624,SSH,2024-11-06 14:17:00,338.88406647586754,80.30367522897905
798619.874205199,916.0996474184635,44.81082640896717,5662,443,0.036251591355978476,HTTPS,2024-11-06 14:18:00,648.7492836075534,18.9517330888476
377652.4512952045,905.8288062674159,7.976655591860338,11819,443,0.021399593323647,TCP,2024-11-06 14:19:00,253.59147845285477,111.66919732120115
784740.1710102818,1320.8820000994208,24.85619525338653,28914,8080,0.034268808148706316,TCP,2024-11-06 14:20:00,392.01464016558924,54.484494741773105
1112303.0697304385,1306.6521985722793,19.598000213897485,34304,443,0.04978420990365775,HTTPS,2024-11-06 14:21:00,584.0232577776915,59.68433651890423
727904.5541409192,704.4309666390742,15.980568309613513,35924,80,0.05916190102411846,TCP,2024-11-06 14:22:00,633.7229070311361,40.18554474213406
708885.4567426722,1652.251169737569,44.08197477184747,51065,3306,0.04533980685471408,HTTPS,2024-11-06 14:23:00,334.40908277533345,40.980138989247195
758755.9190160985,1196.165021979519,20.540807463526516,9533,80,0.06867273548320414,HTTP,2024-11-06 14:24:00,495.28990831715254,63.142327275605204
736383.0647080994,2102.4016137831095,9.23811280223923,51598,443,0.02780000996186571,HTTPS,2024-11-06 14:25:00,317.6625494048184,208.54594232945487
681371.2857876557,1190.62322644502,8.557254621245562,64395,80,0.10482414479033858,HTTP,2024-11-06 14:26:00,473.5380188651301,128.01334830732353
845126.897634701,1048.9297124989528,77.0179414350968,25137,80,0.07039310510086408,TCP,2024-11-06 14:27:00,614.1909971679323,10.851872814020494
646099.1148966112,1001.2552641112887,39.9435440050619,4162,80,0.02588563131823594,HTTP,2024-11-06 14:28:00,524.0844681585769,19.380061560638083
524647.9428599653,1009.3605384824759,65.8966397043671,3638,443,0.03640873015582376,TCP,2024-11-06 14:29:00,374.2019019987499,16.16501566792348
